2.16.82.0,,2.16.83.255,,GTT Communications
149.6.4.16,,149.6.4.51,,Cogent Communications
149.6.4.53,,149.6.4.53,,Cogent Communications
149.6.4.56,,149.6.4.71,,Cogent Communications
149.6.4.73,,149.6.4.73,,Cogent Communications
149.6.4.80,,149.6.4.103,,Cogent Communications
149.6.4.105,,149.6.4.105,,Cogent Communications
149.6.4.108,,149.6.4.119,,Cogent Communications
149.6.4.121,,149.6.4.121,,Cogent Communications
149.6.4.125,,149.6.4.125,,Cogent Communications
149.6.4.129,,149.6.4.129,,Cogent Communications
149.6.4.133,,149.6.4.133,,Cogent Communications
149.6.4.136,,149.6.4.171,,Cogent Communications
149.6.4.176,,149.6.4.191,,Cogent Communications
149.6.4.193,,149.6.4.193,,Cogent Communications
149.6.4.196,,149.6.4.199,,Cogent Communications
149.6.4.201,,149.6.4.201,,Cogent Communications
149.6.4.209,,149.6.4.209,,Cogent Communications
149.6.4.213,,149.6.4.213,,Cogent Communications
149.6.4.221,,149.6.4.221,,Cogent Communications
149.6.4.225,,149.6.4.225,,Cogent Communications
149.6.4.229,,149.6.4.229,,Cogent Communications
149.6.4.233,,149.6.4.233,,Cogent Communications
149.6.4.237,,149.6.4.237,,Cogent Communications
149.6.4.240,,149.6.4.243,,Cogent Communications
149.6.4.245,,149.6.4.245,,Cogent Communications
149.6.4.248,,149.6.4.251,,Cogent Communications
149.6.4.253,,149.6.4.253,,Cogent Communications
149.6.5.1,,149.6.5.1,,Cogent Communications
149.6.5.8,,149.6.5.15,,Cogent Communications
149.6.5.17,,149.6.5.17,,Cogent Communications
149.6.5.21,,149.6.5.21,,Cogent Communications
149.6.5.25,,149.6.5.25,,Cogent Communications
149.6.5.29,,149.6.5.29,,Cogent Communications
149.6.5.32,,149.6.5.39,,Cogent Communications
149.6.5.41,,149.6.5.41,,Cogent Communications
149.6.5.45,,149.6.5.45,,Cogent Communications
149.6.5.48,,149.6.5.55,,Cogent Communications
149.6.5.57,,149.6.5.57,,Cogent Communications
149.6.5.65,,149.6.5.65,,Cogent Communications
149.6.5.72,,149.6.5.87,,Cogent Communications
149.6.5.89,,149.6.5.89,,Cogent Communications
149.6.5.93,,149.6.5.93,,Cogent Communications
149.6.5.97,,149.6.5.97,,Cogent Communications
149.6.5.101,,149.6.5.101,,Cogent Communications
149.6.5.104,,149.6.5.107,,Cogent Communications
149.6.5.112,,149.6.5.119,,Cogent Communications
149.6.184.196,,149.6.184.199,,Cogent Communications
149.11.14.5,,149.11.14.5,,Cogent Communications
149.11.14.9,,149.11.14.9,,Cogent Communications
149.11.36.9,,149.11.36.9,,Cogent Communications
149.11.36.21,,149.11.36.21,,Cogent Communications
149.11.36.29,,149.11.36.29,,Cogent Communications
149.11.36.61,,149.11.36.61,,Cogent Communications
149.11.36.64,,149.11.36.87,,Cogent Communications
149.11.36.89,,149.11.36.89,,Cogent Communications
149.11.36.94,,149.11.36.94,,Cogent Communications
149.11.36.145,,149.11.36.145,,Cogent Communications
149.11.36.153,,149.11.36.153,,Cogent Communications
149.11.36.169,,149.11.36.169,,Cogent Communications
149.11.37.37,,149.11.37.37,,Cogent Communications
149.11.37.41,,149.11.37.41,,Cogent Communications
149.11.37.45,,149.11.37.45,,Cogent Communications
149.11.37.97,,149.11.37.97,,Cogent Communications
149.11.37.145,,149.11.37.145,,Cogent Communications
149.11.37.157,,149.11.37.157,,Cogent Communications
149.11.37.173,,149.11.37.173,,Cogent Communications
149.11.37.181,,149.11.37.181,,Cogent Communications
149.13.240.8,,149.13.240.15,,Cogent Communications
149.13.240.17,,149.13.240.17,,Cogent Communications
149.13.242.0,,149.13.249.255,,Wicklow Broadband Limited
149.14.148.41,,149.14.148.41,,Cogent Communications
149.71.160.0,,149.71.163.255,,Leeson Telecom
149.153.0.0,,149.153.255.255,,HEAnet 
149.157.0.0,,149.157.255.255,,HEAnet 
149.255.40.0,,149.255.40.63,,UK-RS-REDHILL
153.92.167.0,,153.92.167.255,,x-ion
154.14.6.13,,154.14.6.13,,Interoute Communications 
154.14.51.1,,154.14.51.1,,Interoute Communications 
154.25.0.2,,154.25.0.2,,Cogent Communications
154.25.0.17,,154.25.0.18,,Cogent Communications
154.25.1.149,,154.25.1.150,,Cogent Communications
154.25.2.237,,154.25.2.238,,Cogent Communications
154.25.2.241,,154.25.2.242,,Cogent Communications
154.25.3.221,,154.25.3.222,,Cogent Communications
154.25.3.225,,154.25.3.226,,Cogent Communications
154.25.3.229,,154.25.3.230,,Cogent Communications
154.25.3.233,,154.25.3.234,,Cogent Communications
154.25.5.133,,154.25.5.134,,Cogent Communications
154.25.8.109,,154.25.8.110,,Cogent Communications
154.25.8.113,,154.25.8.114,,Cogent Communications
154.25.8.117,,154.25.8.118,,Cogent Communications
154.25.8.121,,154.25.8.122,,Cogent Communications
154.25.8.153,,154.25.8.154,,Cogent Communications
154.25.8.157,,154.25.8.158,,Cogent Communications
154.25.8.193,,154.25.8.194,,Cogent Communications
154.25.9.70,,154.25.9.70,,Cogent Communications
154.25.9.170,,154.25.9.170,,Cogent Communications
154.26.32.0,,154.26.32.0,,Cogent Communications
154.26.32.44,,154.26.32.44,,Cogent Communications
154.26.32.67,,154.26.32.67,,Cogent Communications
154.26.32.105,,154.26.32.105,,Cogent Communications
154.26.32.219,,154.26.32.219,,Cogent Communications
154.26.32.227,,154.26.32.227,,Cogent Communications
154.26.32.250,,154.26.32.250,,Cogent Communications
154.26.48.0,,154.26.48.0,,Cogent Communications
154.26.48.44,,154.26.48.44,,Cogent Communications
154.26.48.67,,154.26.48.67,,Cogent Communications
154.26.48.105,,154.26.48.105,,Cogent Communications
154.26.48.219,,154.26.48.219,,Cogent Communications
154.26.48.227,,154.26.48.227,,Cogent Communications
154.26.48.250,,154.26.48.250,,Cogent Communications
154.50.192.17,,154.50.192.17,,Cogent Communications
154.50.192.26,,154.50.192.26,,Cogent Communications
154.50.192.73,,154.50.192.73,,Cogent Communications
154.50.194.0,,154.50.195.255,,Wireless Connect Ltd.
154.50.204.0,,154.50.205.255,,Wicklow Broadband 
154.54.16.8,,154.54.16.11,,Cogent Communications
154.54.21.44,,154.54.21.44,,Cogent Communications
154.54.21.64,,154.54.21.64,,Cogent Communications
154.54.21.77,,154.54.21.77,,Cogent Communications
154.54.21.248,,154.54.21.248,,Cogent Communications
154.54.34.252,,154.54.34.255,,Cogent Communications
154.54.35.176,,154.54.35.179,,Cogent Communications
154.54.37.226,,154.54.37.226,,Cogent Communications
154.54.37.246,,154.54.37.246,,Cogent Communications
154.54.38.20,,154.54.38.23,,Cogent Communications
154.54.38.52,,154.54.38.53,,Cogent Communications
154.54.38.55,,154.54.38.55,,Cogent Communications
154.54.38.149,,154.54.38.150,,Cogent Communications
154.54.38.153,,154.54.38.154,,Cogent Communications
154.54.38.236,,154.54.38.239,,Cogent Communications
154.54.39.14,,154.54.39.14,,Cogent Communications
154.54.39.154,,154.54.39.154,,Cogent Communications
154.54.49.32,,154.54.49.35,,Cogent Communications
154.54.49.152,,154.54.49.155,,Cogent Communications
154.54.56.45,,154.54.56.46,,Cogent Communications
154.54.61.29,,154.54.61.30,,Cogent Communications
154.54.61.65,,154.54.61.65,,Cogent Communications
154.54.61.69,,154.54.61.69,,Cogent Communications
154.54.73.101,,154.54.73.101,,Cogent Communications
154.54.73.105,,154.54.73.105,,Cogent Communications
154.54.83.193,,154.54.83.193,,Cogent Communications
154.57.155.0,,154.57.155.255,,FireEye  
156.11.240.0,,156.11.241.255,,The Great-West Life Assurance Company
157.55.3.0,,157.55.3.255,,Microsoft 
157.55.10.160,,157.55.10.167,,Microsoft 
157.55.10.176,,157.55.10.191,,Microsoft 
157.55.13.128,,157.55.13.191,,Microsoft 
157.55.55.64,,157.55.55.95,,Microsoft 
157.55.55.192,,157.55.55.199,,Microsoft 
157.55.106.64,,157.55.106.127,,Microsoft 
157.55.107.0,,157.55.107.255,,Microsoft 
157.55.204.128,,157.55.204.255,,Microsoft 
157.55.230.160,,157.55.230.191,,Microsoft 
157.56.198.0,,157.56.198.255,,Microsoft 
157.190.0.0,,157.190.255.255,,HEAnet 
157.240.42.170,,157.240.42.170,,Facebook 
157.240.42.174,,157.240.42.174,,Facebook 
157.240.42.176,,157.240.42.176,,Facebook 
157.240.42.178,,157.240.42.178,,Facebook 
157.240.43.46,,157.240.43.46,,Facebook 
157.240.43.49,,157.240.43.49,,Facebook 
157.240.43.51,,157.240.43.51,,Facebook 
157.240.43.145,,157.240.43.145,,Facebook 
157.240.44.49,,157.240.44.49,,Facebook 
157.240.59.88,,157.240.59.89,,Facebook 
158.255.209.40,,158.255.209.40,,EDIS
159.63.22.249,,159.63.22.250,,Level 3 
159.63.51.81,,159.63.51.82,,Level 3
159.134.0.0,,159.134.255.255,,Eircom
159.153.151.0,,159.153.151.255,,Electronic Arts Limited
160.6.0.0,,160.6.255.255,,HEAnet 
162.158.36.0,,162.158.39.255,,Cloudflare 
166.49.150.128,,166.49.150.255,,British Telecommunications 
166.49.158.6,,166.49.158.13,,British Telecommunications 
166.49.158.17,,166.49.158.25,,British Telecommunications 
166.49.158.28,,166.49.158.31,,British Telecommunications 
166.49.158.43,,166.49.158.44,,British Telecommunications 
166.49.158.49,,166.49.158.53,,British Telecommunications 
166.49.158.56,,166.49.158.57,,British Telecommunications 
166.49.158.65,,166.49.158.65,,British Telecommunications 
166.49.158.70,,166.49.158.70,,British Telecommunications 
166.49.158.84,,166.49.158.85,,British Telecommunications 
166.49.158.87,,166.49.158.90,,British Telecommunications 
166.49.165.80,,166.49.165.82,,British Telecommunications 
166.49.165.85,,166.49.165.86,,British Telecommunications 
166.49.166.49,,166.49.166.51,,British Telecommunications 
166.49.166.54,,166.49.166.54,,British Telecommunications 
166.49.168.128,,166.49.168.128,,British Telecommunications 
166.49.168.130,,166.49.168.130,,British Telecommunications 
166.49.168.132,,166.49.168.192,,British Telecommunications 
166.49.168.194,,166.49.168.194,,British Telecommunications 
166.49.168.196,,166.49.168.255,,British Telecommunications 
166.49.195.113,,166.49.195.113,,British Telecommunications 
166.49.195.218,,166.49.195.218,,British Telecommunications 
166.49.198.0,,166.49.198.255,,British Telecommunications 
166.49.208.4,,166.49.208.4,,British Telecommunications 
166.49.208.6,,166.49.208.6,,British Telecommunications 
166.49.208.177,,166.49.208.177,,British Telecommunications 
166.49.208.179,,166.49.208.179,,British Telecommunications 
166.49.237.100,,166.49.237.103,,British Telecommunications 
166.63.163.142,,166.63.163.142,,Vodafone 
166.63.214.161,,166.63.214.161,,Vodafone 
166.63.214.181,,166.63.214.181,,Vodafone 
166.63.214.185,,166.63.214.185,,Vodafone 
166.63.216.145,,166.63.216.145,,Vodafone 
166.98.228.0,,166.98.228.255,,Symantec 
167.216.224.0,,167.216.224.15,,Savvis
167.220.192.0,,167.220.195.255,,Microsoft 
167.220.200.0,,167.220.200.255,,Microsoft 
168.61.80.0,,168.61.127.255,,Microsoft 
168.63.32.0,,168.63.87.255,,Microsoft 
168.63.92.0,,168.63.95.255,,Microsoft 
171.33.145.0,,171.33.145.255,,TullowOil 
171.33.148.0,,171.33.151.255,,Tullow Group 
172.96.98.0,,172.96.98.255,,Amazon
172.111.202.0,,172.111.202.255,,Blacknight Internet Solutions
173.0.77.0,,173.0.77.255,,NationalNet
173.194.96.0,,173.194.96.255,,Google
174.128.54.184,,174.128.54.191,,IO Capital Princess 
174.128.55.0,,174.128.55.127,,IO Capital Princess 
176.12.107.138,,176.12.107.139,,CustodianDC 
176.32.104.0,,176.32.111.255,,Amazon
176.32.124.0,,176.32.124.255,,Amazon
176.32.125.128,,176.32.125.255,,Amazon
176.34.64.0,,176.34.255.255,,Amazon
176.52.216.0,,176.52.223.255,,ITS Irish Telecom Services Ltd
176.61.0.0,,176.61.127.255,,Liberty Global
176.62.135.0,,176.62.135.15,,SunGard Availability Services
176.67.86.116,,176.67.86.119,,Mudhook Marketing 
176.74.179.208,,176.74.179.223,,Cogeco Peer 1
176.124.246.0,,176.124.246.255,,Business Recovery Services 
176.126.37.0,,176.126.37.255,,Network Ability 
176.223.119.0,,176.223.119.255,,Seeweb
178.16.192.0,,178.16.207.255,,Lighthouse Networks 
178.20.80.0,,178.20.87.255,,Fastcom Broadband 
178.167.128.0,,178.167.255.255,,Three Ireland 
178.216.112.0,,178.216.119.255,,Ninetreehill Broadband 
178.236.0.0,,178.236.3.30,,Amazon
178.236.3.32,,178.236.3.102,,Amazon
178.236.3.104,,178.236.15.255,,Amazon
178.237.39.64,,178.237.39.79,,Schuberg Philis 
178.250.112.0,,178.250.119.255,,Airspeed Communications 
184.29.4.0,,184.29.5.255,,TE-AS
184.105.65.246,,184.105.65.246,,Hurricane Electric LLC
184.105.80.86,,184.105.80.86,,Hurricane Electric LLC
184.105.213.105,,184.105.213.106,,Hurricane Electric LLC
185.1.69.0,,185.1.69.9,,Internet Neutral Exchange Association 
185.1.69.11,,185.1.69.11,,Internet Neutral Exchange Association 
185.1.69.14,,185.1.69.255,,Internet Neutral Exchange Association 
185.1.109.0,,185.1.109.255,,Equinix Internet Exchange 
185.2.64.0,,185.2.67.255,,Blacknight Internet Solutions
185.2.220.0,,185.2.221.255,,Netflix Streaming Services Inc.
185.4.192.0,,185.4.195.255,,Skylogic 
185.5.240.0,,185.5.243.255,,Hibernia Services 
185.6.36.0,,185.6.39.255,,Internet Neutral Exchange Association 
185.7.184.0,,185.7.187.255,,Digital Hub Development Agency
185.8.112.0,,185.8.115.255,,Real Broadband
185.8.192.0,,185.8.195.255,,Vodafone 
185.10.116.0,,185.10.119.255,,Bloomberg Polarlake 
185.11.64.0,,185.11.67.255,,Permanet 
185.12.80.0,,185.12.83.255,,Zendesk 
185.12.156.0,,185.12.159.255,,Enet Telecommunications Networks 
185.15.34.0,,185.15.35.255,,Skylogic 
185.16.90.0,,185.16.90.255,,Playtika 
185.19.101.249,,185.19.101.249,,Xconnect24 
185.20.70.0,,185.20.70.255,,GTT Communications 
185.22.156.0,,185.22.159.255,,East Cork Broadband
185.24.232.0,,185.24.235.255,,Sternforth 
185.28.196.0,,185.28.199.255,,Rackspace 
185.31.96.0,,185.31.99.255,,Airwave Internet
185.32.92.0,,185.32.95.255,,Premier Broadband 
185.32.152.0,,185.32.155.255,,Leeson Telecom 
185.32.252.0,,185.32.255.255,,Telcom 
185.33.209.90,,185.33.209.90,,G3 Comms 
185.34.104.0,,185.34.111.255,,Demonware
185.34.120.0,,185.34.123.255,,Lighthouse Networks 
185.37.120.0,,185.37.123.255,,Turbo Leisure 
185.38.60.0,,185.38.63.255,,Smyths Audio and Video Systems 
185.39.164.0,,185.39.167.255,,Airspeed Communications 
185.40.64.0,,185.40.67.255,,Riot Games 
185.41.44.230,,185.41.44.230,,CDS
185.41.46.60,,185.41.46.60,,CDS
185.41.224.0,,185.41.227.255,,SectorSix 
185.43.192.0,,185.43.195.255,,Telecity Group
185.43.232.0,,185.43.235.255,,Blacknight Internet Solutions
185.45.4.192,,185.45.4.223,,Twitter 
185.45.8.0,,185.45.11.255,,Dropbox 
185.45.104.0,,185.45.107.255,,EoBo
185.46.72.0,,185.46.75.255,,MoneyMate 
185.46.252.0,,185.46.255.255,,Western Broadband Networks 
185.47.72.0,,185.47.75.255,,QuestZones 
185.47.144.0,,185.47.147.255,,Nova Networks
185.48.120.0,,185.48.123.255,,Amazon
185.49.60.0,,185.49.63.255,,Cork Internet Exchange 
185.50.100.0,,185.50.103.255,,Boylesports 
185.51.72.0,,185.51.75.255,,Meteor
185.51.104.0,,185.51.107.255,,Airspeed Communications 
185.52.92.0,,185.52.95.255,,Fastcom Broadband 
185.53.32.0,,185.53.35.255,,ITS Irish Telecom Services 
185.53.236.0,,185.53.236.62,,Hibernia Networks 
185.54.104.0,,185.54.107.255,,Radio Telefis Eireann
185.54.224.0,,185.54.227.255,,Bitbuzz 
185.54.229.0,,185.54.231.255,,Digiweb 
185.55.200.0,,185.55.207.255,,Orion Digital Services 
185.57.112.0,,185.57.119.255,,Eircom
185.58.16.0,,185.58.19.255,,Model Telecom 
185.58.232.0,,185.58.235.255,,Rapid Broadband 
185.60.124.0,,185.60.127.255,,Three Ireland 
185.61.0.0,,185.61.3.255,,Eircom
185.61.60.0,,185.61.63.255,,Business Recovery Services 
185.62.166.0,,185.62.167.255,,Afilias Canada  
185.63.144.0,,185.63.147.255,,LinkedIn 
185.64.16.0,,185.64.19.255,,Celtic Broadband 
185.67.20.0,,185.67.23.255,,Voip and Internet Services 
185.69.212.0,,185.69.215.255,,Airspeed Communications 
185.70.28.0,,185.70.31.255,,Sungard Availability Services 
185.71.160.0,,185.71.163.255,,Business Recovery Services 
185.72.128.0,,185.72.128.127,,Venda 
185.72.129.0,,185.72.130.127,,Venda 
185.72.131.0,,185.72.131.63,,Venda 
185.75.144.0,,185.75.147.255,,Welltel 
185.76.224.0,,185.76.231.255,,Aptus
185.81.72.0,,185.81.75.255,,Gilead Sciences  
185.81.136.48,,185.81.136.55,,Globetouch 
185.81.137.32,,185.81.137.39,,Roamware 
185.81.137.56,,185.81.137.63,,Roamware 
185.81.138.48,,185.81.138.56,,Globetouch 
185.81.139.32,,185.81.139.34,,Roamware 
185.81.139.56,,185.81.139.63,,Roamware 
185.82.44.0,,185.82.47.255,,Royal Dublin Society
185.82.72.0,,185.82.75.255,,LayerSwitch 
185.82.240.0,,185.82.243.255,,Fintrax Group 
185.83.233.0,,185.83.235.255,,Titan Technology Solutions 
185.84.8.0,,185.84.11.255,,Adelphi Net1 
185.84.252.0,,185.84.255.255,,Vesta Payment Solutions 
185.87.180.0,,185.87.183.255,,Nuacom-Main
185.89.72.0,,185.89.75.255,,JS Whizzy Internet 
185.90.76.0,,185.90.79.255,,BT Communications 
185.93.148.0,,185.93.151.255,,EoBo
185.94.44.0,,185.94.47.255,,Premier Broadband 
185.94.200.0,,185.94.203.255,,Atlantek Computers Teoranta 
185.95.40.0,,185.95.43.255,,Susquehanna International Group 
185.97.80.0,,185.97.83.255,,PayPal 
185.97.236.0,,185.97.239.255,,Blacknight Internet Solutions
185.99.24.160,,185.99.24.167,,Software Cellular Network 
185.99.26.160,,185.99.26.167,,Software Cellular Network 
185.99.108.0,,185.99.108.255,,Guidewire Software 
185.99.110.0,,185.99.111.255,,Guidewire Software 
185.99.136.0,,185.99.139.255,,Ivertec 
185.100.213.0,,185.100.213.255,,UK-2 
185.100.215.0,,185.100.215.255,,UK-2 
185.101.84.0,,185.101.87.255,,Total Wireless 
185.101.240.0,,185.101.243.255,,Internet Protocol Telecom 
185.103.104.0,,185.103.107.255,,Vodafone 
185.104.216.0,,185.104.219.255,,Sternforth 
185.105.99.0,,185.105.99.255,,Ivista 
185.106.88.0,,185.106.91.255,,Magnet Networks 
185.108.40.0,,185.108.43.255,,Innovate Business Technology 
185.108.128.0,,185.108.131.255,,Sternforth 
185.109.4.0,,185.109.7.255,,Eircom
185.109.237.0,,185.109.237.255,,SG Atlantic 
185.111.112.0,,185.111.115.255,,Open Source Solutions 
185.111.140.0,,185.111.143.255,,Crossan CableComm 
185.113.232.0,,185.113.235.255,,Airspeed Communications 
185.113.248.0,,185.113.251.255,,Fulnett 
185.114.16.0,,185.114.16.249,,Cubic Telecom 
185.114.16.251,,185.114.17.249,,Cubic Telecom 
185.114.17.251,,185.114.19.255,,Cubic Telecom 
185.114.22.159,,185.114.22.159,,Osbil Technology 
185.114.160.0,,185.114.163.255,,Interfusion Networks 
185.115.145.0,,185.115.145.255,,GTT Communications 
185.116.13.0,,185.116.13.255,,GTT Communications 
185.116.15.0,,185.116.15.255,,A2b Ip 
185.116.64.0,,185.116.67.255,,Cimpress Ireland 
185.116.168.0,,185.116.171.255,,Hostsure 
185.116.242.33,,185.116.242.62,,Surfsafe Norway 
185.116.242.193,,185.116.242.255,,Surfsafe Norway 
185.116.243.191,,185.116.243.224,,Surfsafe Norway 
185.118.228.0,,185.118.231.255,,Pebbletree
185.122.113.193,,185.122.113.222,,Alpha Domein Development 
185.122.114.193,,185.122.114.222,,Alpha Domein Development 
185.122.115.193,,185.122.115.222,,Alpha Domein Development 
185.122.132.0,,185.122.135.255,,Leeson Telecom 
185.123.32.193,,185.123.32.222,,Global Internet Development 
185.123.33.129,,185.123.33.158,,Global Internet Development 
185.123.34.97,,185.123.34.126,,Global Internet Development 
185.123.35.65,,185.123.35.94,,Global Internet Development 
185.123.92.65,,185.123.92.94,,Cheetah Web Hosting 
185.123.93.33,,185.123.93.62,,Cheetah Web Hosting 
185.123.94.33,,185.123.94.62,,Cheetah Web Hosting 
185.123.95.33,,185.123.95.62,,Cheetah Web Hosting 
185.123.168.0,,185.123.171.255,,Asavie Technologies 
185.124.204.0,,185.124.207.255,,Phone Pulse 
185.125.224.16,,185.125.224.16,,Intel Deutschland 
185.125.224.56,,185.125.224.56,,Intel Deutschland 
185.129.24.33,,185.129.24.62,,Europe Domains 
185.129.25.33,,185.129.25.62,,Europe Domains 
185.129.26.33,,185.129.26.62,,Europe Domains 
185.129.27.33,,185.129.27.62,,Europe Domains 
185.129.64.65,,185.129.64.94,,Domain Holders 
185.129.65.33,,185.129.65.62,,Domain Holders 
185.129.66.33,,185.129.66.62,,Domain Holders 
185.129.67.33,,185.129.67.62,,Domain Holders 
185.129.132.0,,185.129.135.255,,Arden Broadband 
185.130.244.65,,185.130.244.94,,Internet Elephants 
185.130.245.33,,185.130.245.62,,Internet Elephants 
185.130.246.33,,185.130.246.62,,Internet Elephants 
185.130.247.33,,185.130.247.62,,Internet Elephants 
185.134.144.0,,185.134.147.255,,Ask4 
185.136.252.0,,185.136.255.255,,Natus Manufacturing 
185.137.20.0,,185.137.23.255,,Cork Internet Exchange 
185.138.112.0,,185.138.115.255,,Enet Telecommunications Networks 
185.140.92.0,,185.140.95.255,,Cogent Communications
185.142.28.0,,185.142.29.255,,Airspeed Communications 
185.142.30.51,,185.142.30.255,,Airspeed Communications 
185.143.16.0,,185.143.16.255,,Amazon
185.144.124.0,,185.144.127.255,,Intellicom Ireland 
185.146.180.0,,185.146.187.255,,BT Communications 
185.147.172.0,,185.147.175.255,,ACI Worldwide 
185.150.150.40,,185.150.150.41,,Google
185.150.150.148,,185.150.150.148,,Google
185.150.151.40,,185.150.151.41,,Google
185.150.168.0,,185.150.171.255,,Eurona-Brisknet 
185.150.220.0,,185.150.223.255,,Office IT 
185.152.4.0,,185.152.7.255,,Sungard Availability Services 
185.152.72.0,,185.152.75.255,,Skytel Networks Ireland 
185.153.56.0,,185.153.59.255,,PriceRunner International 
185.154.76.0,,185.154.83.255,,Enet Telecommunications Networks 
185.158.244.0,,185.158.244.3,,Veracity Networks 
185.158.244.8,,185.158.244.15,,Veracity Networks 
185.160.83.0,,185.160.83.255,,GTT Communications 
185.160.112.0,,185.160.115.255,,National Space Centre 
185.163.168.0,,185.163.168.255,,Soltia Consulting 
185.167.196.0,,185.167.199.255,,Enet Telecommunications Networks 
185.173.164.0,,185.173.167.255,,Sleepless Server Solutions 
185.173.184.0,,185.173.187.255,,Infoblox  
185.175.168.0,,185.175.171.255,,Nova Networks 
185.176.0.0,,185.176.3.255,,Cork Internet Exchange 
185.176.12.0,,185.176.15.255,,Airwire 
185.176.100.0,,185.176.103.255,,SCC Broadband 
185.176.128.0,,185.176.131.255,,Sternforth 
185.178.64.0,,185.178.71.255,,TuxBox
185.179.40.0,,185.179.43.255,,Ripple Communications 
185.180.240.0,,185.180.243.255,,Rapid Broadband 
185.181.172.0,,185.181.175.255,,Agora Publishing Services 
185.182.72.0,,185.182.75.255,,Wicklow Broadband 
185.183.244.0,,185.183.247.255,,Mean Servers
185.185.160.0,,185.185.161.255,,Beacon Broadband 
185.187.152.0,,185.187.153.255,,Rage4 Networks 
185.190.12.0,,185.190.15.255,,The Sporting Exchange 
185.190.200.0,,185.190.207.255,,Rolbay UC
185.191.156.0,,185.191.159.255,,Enet Telecommunications Networks 
185.192.88.0,,185.192.91.255,,WayFair
185.192.152.0,,185.192.155.255,,Rapid Broadband 
185.194.185.32,,185.194.185.47,,Transatel 
185.200.84.0,,185.200.87.255,,Fulnett 
185.202.16.0,,185.202.19.255,,Eircom
185.202.68.0,,185.202.71.255,,East Cork Broadband 
185.203.64.0,,185.203.67.255,,Global Layer
185.203.192.0,,185.203.195.255,,Garzetta 
185.204.92.0,,185.204.95.255,,Data Hosting 
185.204.136.0,,185.204.139.255,,Leeson Telecom 
185.205.160.64,,185.205.160.127,,Nucleus VP Group 
185.205.189.0,,185.205.189.255,,GTT Communications 
185.205.228.0,,185.205.231.255,,Wicklow Broadband 
185.206.12.0,,185.206.15.255,,Garzetta 
185.206.192.0,,185.206.195.255,,Skytel Networks 
185.207.92.0,,185.207.95.255,,Garzetta 
185.207.224.0,,185.207.227.255,,Telecom Pobail Teoranta
185.208.4.0,,185.208.7.255,,Munster Wireless 
185.209.92.0,,185.209.95.255,,Garzetta 
185.210.212.0,,185.210.215.255,,Garzetta 
185.211.117.0,,185.211.117.255,,GTT Communications 
185.211.119.0,,185.211.119.255,,GTT Communications 
185.211.252.0,,185.211.255.255,,JS Whizzy Internet 
185.212.176.0,,185.212.179.255,,Garzetta 
185.212.184.0,,185.212.187.255,,Western Broadband Networks 
185.212.228.0,,185.212.231.255,,Thomas John Bolger
185.213.132.0,,185.213.135.255,,Aptus 
185.213.220.0,,185.213.223.255,,Garzetta 
185.214.9.0,,185.214.9.255,,GTT Communications 
185.215.108.0,,185.215.111.255,,Digitalforge
185.215.116.0,,185.215.119.255,,Garzetta 
185.217.20.0,,185.217.23.255,,Dawn Meats Group 
185.217.216.0,,185.217.219.255,,Garzetta 
185.218.112.0,,185.218.115.255,,Ryanair
185.219.32.0,,185.219.35.255,,Garzetta 
185.224.20.0,,185.224.23.255,,Azotel Technologies 
185.226.216.0,,185.226.219.255,,Bank of Ireland 
185.227.208.0,,185.227.211.255,,Virgin Media 
185.227.220.0,,185.227.223.255,,Internet Protocol Telecom 
185.228.168.0,,185.228.171.255,,Daniel Cid
185.230.62.0,,185.230.62.255,,Wix
185.233.176.0,,185.233.179.255,,Wicklow Broadband 
185.234.212.0,,185.234.212.255,,TYPCN Networks
185.234.216.0,,185.234.219.255,,Sprint 
185.236.136.0,,185.236.139.255,,Tesuto 
185.237.52.0,,185.237.55.255,,Blueface 
185.237.148.0,,185.237.151.255,,JS Whizzy Internet 
185.238.172.0,,185.238.175.255,,DIDWW 
185.239.76.0,,185.239.79.255,,Wireless Network Solutions 
185.240.184.0,,185.240.184.255,,RQ-Infrastructure
185.240.186.0,,185.240.187.255,,ReliaQuest 
185.241.132.0,,185.241.135.255,,KBO Tooway Direct 
185.242.236.0,,185.242.239.255,,Exigent Network Integration 
185.247.52.0,,185.247.55.255,,Imagine Communications G
185.247.188.0,,185.247.191.255,,Web2objects
185.248.60.0,,185.248.63.255,,DAA 
188.65.190.65,,188.65.190.95,,Aspider Solutions International 
188.72.102.0,,188.72.102.255,,Blacknight Internet Solutions
188.93.0.0,,188.93.7.255,,Airwire Ltd
188.125.64.0,,188.125.71.218,,Yahoo!
188.125.71.220,,188.125.71.255,,Yahoo!
188.125.72.16,,188.125.72.16,,Yahoo!
188.125.72.18,,188.125.72.18,,Yahoo!
188.125.72.20,,188.125.72.20,,Yahoo!
188.125.72.22,,188.125.72.22,,Yahoo!
188.125.72.24,,188.125.72.24,,Yahoo!
188.125.72.26,,188.125.72.26,,Yahoo!
188.125.72.28,,188.125.72.28,,Yahoo!
188.125.72.30,,188.125.72.30,,Yahoo!
188.125.72.65,,188.125.72.70,,Yahoo!
188.125.72.129,,188.125.72.134,,Yahoo!
188.125.73.1,,188.125.73.6,,Yahoo!
188.125.80.0,,188.125.87.255,,Yahoo!
188.141.0.0,,188.141.127.255,,Liberty Global
188.164.0.224,,188.164.0.255,,Avanti Broadband
